,0
2672,Modeling of Hybrid Intrusion Detection System in Internet of Things using Support Vector Machine and Decision Tree
2673,Gene Selection for Cancer Classification using Support Vector Machines
2674,How to beat an adaptive spam filter
2675,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
2676,Machine Learning: McGraw-Hill Higher Education
2677,"Kovalerchuk, B. Visual Knowledge Discovery and Machine Learning (1st Edition)"
2678,Soft Computing for Control of Non-Linear Dynamical Systems
2679,APPLICATION CLASSIFICATION AND REGRESSION TREES FOR FORECASTING TIME SERIES OF FINANCIAL ASSETS
2680,Bagging Classifiers for Fighting Poisoning Attacks in Adversarial Classification Tasks
2681,Adversarial classification: An adversarial risk analysis approach
2682,Stealthy poisoning attacks on PCA-based anomaly detectors
2683,Instance-Based Learning Algorithms
2684,A study of the effect of different types of noise on the precision of supervised learning techniques
2685,Adaptive Intrusion Detection: A Data Mining Approach
2686,Hiding Intrusions: From the Abnormal to the Normal and Beyond
2687,Privacy Preserving Data Mining
2688,Understanding the risk factors of learning in adversarial environments
2689,Large-Scale Automatic Classification of Phishing Pages
2690,Adversarial Machine Learning at Scale
2691,Detecting adversarial advertisements in the wild
2692,A comparison of linear genetic programming and neural networks in medical data mining
2693,Best-first Decision Tree Learning
2694,Data Mining techniques for the detection of fraudulent financial statements
2695,Scaling Up the Accuracy of Naive-Bayes Classifiers: A Decision-Tree Hybrid
2696,Secure Clustering and Symmetric Key Establishment in Heterogeneous Wireless Sensor Networks
2697,Rule generation and prediction of Anxiety Disorder using Logistic Model Trees
2698,Two decades of Ripple Down Rules research
2699,The Ballarat Incremental Knowledge Engine
2700,Improvements to Platt's SMO Algorithm for SVM Classifier Design
2701,Why and how to de ne a similarity mea-sure for object based representation systems
2702,Assessing Agreement on Classification Tasks: The Kappa Statistic
2703,Probability Estimates for Multi-class Classification by Pairwise Coupling
2704,High-Level Power Analysis and Optimization
2705,Clinical Value and Prognostic Impact of Pericardial Involvement in Acute Myocarditis: Data From the ITAMY
2706,"Fast training of support vector machines using sequential minimal optimization, advances in kernel methods"
2707,Analytics of Heterogeneous Breast Cancer Data Using Neuroevolution
2708,Weka 3-Data Mining with Open Source Machine Learning Software in Java
2709,3DBIONOTES v3.0: crossing molecular and structural biology data with genomic variations
2710,[Thyroid disease in the Czech Republic: the EUthyroid project and the evaluation of the General Health Insurance Company epidemiological data for the period of 2012-2015].
2711,Toward Privacy in Public Databases
2712,Certified Robustness to Adversarial Examples with Differential Privacy
2713,Privacy Preserving Data Mining
2714,Limiting privacy breaches in privacy preserving data mining
2715,l-Diversity: Privacy Beyond k-Anonymity
2716,"Our Data, Ourselves: Privacy Via Distributed Noise Generation"
2717,Mechanism Design via Differential Privacy
2718,M-invariance: towards privacy preserving re-publication of dynamic datasets
2719,On the design and quantification of privacy preserving data mining algorithms
2720,"Privacy, accuracy, and consistency too: a holistic solution to contingency table release"
2721,Smooth sensitivity and sampling in private data analysis
2722,A Graph Theoretic Approach to Statistical Data Security
2723,Privacy-Preserving Datamining on Vertically Partitioned Databases
2724,k-Anonymity: A Model for Protecting Privacy
2725,The price of privacy and the limits of LP decoding
2726,Achieving k-Anonymity Privacy Protection Using Generalization and Suppression
2727,Security-control methods for statistical databases: a comparative study
2728,How To Break Anonymity of the Netflix Prize Dataset
2729,A security machanism for statistical database
2730,Confidentiality and Data Protection Through Disclosure Limitation: Evolving Principles and Technical Advances
2731,Generalizing data to provide anonymity when disclosing information (abstract)
2732,Secure statistical databases with random sample queries
2733,Protecting privacy when disclosing information: k-anonymity and its enforcement through generalization and suppression
2734,Revealing information while preserving privacy
2735,Advances in Cryptology – CRYPTO 2004
2736,The tracker: a threat to statistical database security
2737,Confidentiality and Statistical Disclosure Limitations
2738,"LECTURE NOTES ON PART II OF INTRODUCTION TO CRYPTOGRAPHY COURSE: COT6421, SPRING 1998 INSTRUCTOR: DR. RAKESH SINHA PRESENTER: KONSTANTIN BEZNOSOV"
2739,On the Question of Statistical Confidentiality
2740,The Effectiveness Of Output Modification By Rounding For Protection Of Statistical Data Bases
2741,Practical Data-Swapping: The First Steps
2742,An Analytic Approach to Statistical Databases
2743,Implementing Statistical Disclosure Control For Aggregated Data Released Via Remote Access
2744,Secure databases: protection against user influence
2745,Auditing and Inference Control in Statistical Databases
2746,Weaving Technology and Policy Together to Maintain Confidentiality
2747,Spectral Graph Theory and its Applications
2748,Security of Random Output Perturbation for Statistical Databases
2749,A learning theory approach to non-interactive database privacy
2750,Is Sharing De-Identified Data Legal? The State of Public Health Confidentiality Laws and Their Interplay with Statistical Disclosure Limitation Techniques
2751,Disclosure limitation using perturbation and related methods for categorical data
2752,International Encyclopedia of Social and Behavioral Sciences
2753,Multiple Imputation for Statistical Disclosure Limitation
2754,"Statistical Databases: Characteristics, Problems, and some Solutions"
2755,Towards a methodology for statistical disclosure control
2756,A Generative Process for sampling Contractive Auto-Encoders
2757,Learning Generative Models via Discriminative Approaches
2758,Generalized Denoising Auto-Encoders as Generative Models
2759,Anomaly Detection in Raw Audio Using Deep Autoregressive Networks
2760,Neural Variational Inference and Learning in Belief Networks
2761,Deep Neural Networks for Acoustic Modeling in Speech Recognition: The Shared Views of Four Research Groups
2762,Deep Sparse Rectifier Neural Networks
2763,Deep Learning Based on Multi-Decomposition for Short-Term Load Forecasting
2764,Under Review as a Conference Paper at Iclr 2017 Delving into Transferable Adversarial Ex- Amples and Black-box Attacks
2765,Pylearn2: a machine learning research library
2766,Generative Moment Matching Networks
2767,Theano: A CPU and GPU Math Compiler in Python
2768,TensorFlow: A system for large-scale machine learning
2769,Show and tell: A neural image caption generator
2770,"Learning with Kernels: Support Vector Machines, Regularization, Optimization, and Beyond"
2771,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank
2772,Robust Real-time Object Detection
2773,LSTM: A Search Space Odyssey
2774,Deep Learning: Methods and Applications
2775,Zero-Shot Learning Through Cross-Modal Transfer
2776,Multimodal learning with deep Boltzmann machines
2777,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, 2nd Edition"
2778,"Show, Attend and Tell: Neural Image Caption Generation with Visual Attention"
2779,A Learning Algorithm for Boltzmann Machines
2780,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks
2781,Laplacian Eigenmaps for Dimensionality Reduction and Data Representation
2782,On the Properties of Neural Machine Translation: Encoder-Decoder Approaches
2783,Probabilistic Graphical Models - Principles and Techniques
2784,Probabilistic Matrix Factorization
2785,Deep Neural Networks for Acoustic Modeling in Speech Recognition: The Shared Views of Four Research Groups
2786,Efficient discrete latent semantic hashing for scalable cross-modal retrieval
2787,From captions to visual concepts and back
2788,Empirical Evaluation of Gated Recurrent Neural Networks on Sequence Modeling
2789,Classification using discriminative restricted Boltzmann machines
2790,Learning deep structured semantic models for web search using clickthrough data
2791,Project Adam: Building an Efficient and Scalable Deep Learning Training System
2792,Pointer Networks
2793,Deep Visual-Semantic Alignments for Generating Image Descriptions
2794,Towards End-To-End Speech Recognition with Recurrent Neural Networks
2795,DianNao: a small-footprint high-throughput accelerator for ubiquitous machine-learning
2796,Semi-Supervised Recursive Autoencoders for Predicting Sentiment Distributions
2797,Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)
2798,Unifying Visual-Semantic Embeddings with Multimodal Neural Language Models
2799,The perceptron: a probabilistic model for information storage and organization in the brain.
2800,Statistical Language Models Based on Neural Networks
2801,Non-Uniform Random Variate Generation
2802,Connectionist Learning Procedures
2803,Receptive fields of single neurones in the cat's striate cortex
