,0
505,Results of the 2016 International Skin Imaging Collaboration International Symposium on Biomedical Imaging challenge: Comparison of the accuracy of computer algorithms to dermatologists for the diagnosis of melanoma from dermoscopic images
506,Computer-aided classification of melanocytic lesions using dermoscopic images.
507,Segmentation of Skin Lesions From Digital Images Using Joint Statistical Texture Distinctiveness
508,Is dermoscopy (epiluminescence microscopy) useful for the diagnosis of melanoma? Results of a meta-analysis using techniques adapted to the evaluation of diagnostic tests.
509,Comparative performance of 4 dermoscopic algorithms by nonexperts for the diagnosis of melanocytic lesions.
510,Computer-Aided Diagnosis of Melanoma Using Border- and Wavelet-Based Texture Analysis
511,Variables predicting change in benign melanocytic nevi undergoing short-term dermoscopic imaging.
512,Improving Dermoscopy Image Classification Using Color Constancy
513,Meta‐analysis of digital dermoscopy follow‐up of melanocytic skin lesions: a study on behalf of the International Dermoscopy Society
514,Assessment of the optimal interval for and sensitivity of short-term sequential digital dermoscopy monitoring for the diagnosis of melanoma.
515,"Pattern analysis, not simplified algorithms, is the most reliable method for teaching dermoscopy for melanoma diagnosis to residents in dermatology"
516,Short-term digital surface microscopic monitoring of atypical or changing melanocytic lesions.
517,In vivo epiluminescence microscopy of pigmented skin lesions. I. Pattern analysis of pigmented skin lesions.
518,Emerging trends in the epidemiology of melanoma
519,Dermoscopy compared with naked eye examination for the diagnosis of primary melanoma: a meta‐analysis of studies performed in a clinical setting
520,Impact of dermoscopy and short‐term sequential digital dermoscopy imaging for the management of pigmented lesions in primary care: a sequential intervention trial
521,To excise or not: impact of MelaFind on German dermatologists’ decisions to biopsy atypical lesions
522,Melanoma screening: focusing the public health journey.
523,Wild Patterns: Ten Years After the Rise of Adversarial Machine Learning
524,mixup: Beyond Empirical Risk Minimization
525,Generalizability vs. Robustness: Adversarial Examples for Medical Imaging
526,Adversarial Examples that Fool both Human and Computer Vision
527,CheXNet: Radiologist-Level Pneumonia Detection on Chest X-Rays with Deep Learning
528,Development and Validation of a Deep Learning Algorithm for Detection of Diabetic Retinopathy in Retinal Fundus Photographs.
529,Deep learning for healthcare decision making with EMRs
530,Diagnostic Assessment of Deep Learning Algorithms for Detection of Lymph Node Metastases in Women With Breast Cancer
531,Translating Artificial Intelligence Into Clinical Care.
532,A Dual Approach to Scalable Verification of Deep Networks
533,Detecting hip fractures with radiologist-level performance using deep neural networks
534,Deep learning approach for active classification of electrocardiogram signals
535,ChestX-Ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases
536,Adapting to Artificial Intelligence: Radiologists and Pathologists as Information Specialists.
537,Using imaging biomarkers to accelerate drug development and clinical trials.
538,Combating Health Care Fraud and Abuse: Conceptualization and Prototyping Study of a Blockchain Antifraud Framework
539,Fraud and Abuse in the Saudi Healthcare System: A Triangulation Analysis
540,Research and Development Spending to Bring a Single Cancer Drug to Market and Revenues After Approval
541,Tumor delineation: The weakest link in the search for accuracy in radiotherapy
542,Reported outcomes in major cardiovascular clinical trials funded by for-profit and not-for-profit organizations: 2000-2005.
543,Physician manipulation of reimbursement rules for patients: between a rock and a hard place.
544,Variability of target and normal structure delineation for breast cancer radiotherapy: an RTOG Multi-Institutional and Multiobserver Study.
545,Health Care Spending in the United States and Other High-Income Countries
546,Medicine's uncomfortable relationship with math: calculating positive predictive value.
547,3D Variation in delineation of head and neck organs at risk
548,"The road to ICD-10-CM/PCS implementation: forecasting the transition for providers, payers, and other healthcare organizations."
549,Overbilling vs. downcoding--the battle between physicians and insurers.
550,Metabolic syndrome: underrated or underdiagnosed?
551,Personal identification system based on vascular pattern of human retina
552,Personal identification on the basis of antemortem and postmortem radiographs.
553,Personal identification using periocular skin texture
554,World development indicators 1998 [CD-ROM
555,Heart disease and stroke statistics--2008 update: a report from the American Heart Association Statistics Committee and Stroke Statistics Subcommittee.
556,Corruption: medicine’s dirty open secret
557,"Medicare, Medicaid and CLIA programs; regulations implementing the Clinical Laboratory Improvement Amendments of 1988 (CLIA)--HCFA. Final rule with comment period."
558,"Principles of Chest X-ray Diagnosis by George Simon. Pp. 282. Published by Butterworths, London. £8."
559,Marginalized Denoising Auto-encoders for Nonlinear Representations
560,What regularized auto-encoders learn from the data-generating distribution
561,Higher Order Contractive Auto-Encoder
562,Recurrent Models of Visual Attention
563,PANDA: Pose Aligned Networks for Deep Attribute Modeling
564,Deep Learning using Support Vector Machines
565,Deep Learning using Linear Support Vector Machines
566,Avoiding pathologies in very deep networks
567,Deep Networks with Internal Selective Attention through Feedback Connections
568,Learning with Recursive Perceptual Representations
569,Distributed hierarchical processing in the primate cerebral cortex.
570,Recurrent excitation in neocortical circuits
571,CUDAMat: a CUDA-based matrix class for Python
572,Rapid developmental maturation of neocortical FS cell intrinsic excitability.
573,Creating artificial neural networks that generalize
574,The Reversible Residual Network: Backpropagation Without Storing Activations
575,Representation Learning: A Review and New Perspectives
576,Improving Generative Adversarial Networks with Denoising Feature Matching
577,Adversarial Generative Nets: Neural Network Attacks on State-of-the-Art Face Recognition
578,Better Mixing via Deep Representations
579,A3T: Adversarially Augmented Adversarial Training
580,Regularized Auto-Encoders Estimate Local Statistics
581,Deflecting Adversarial Attacks with Pixel Deflection
582,Adversarial examples from computational constraints
583,Safer Classification by Synthesis
584,VectorDefense: Vectorization as a Defense to Adversarial Examples
585,Black-box Adversarial Attacks with Limited Queries and Information
586,There Is No Free Lunch In Adversarial Robustness (But There Are Unexpected Benefits)
587,Distributionally Adversarial Attack
588,Formal Guarantees on the Robustness of a Classifier against Adversarial Manipulation
589,A generative vision model that trains with high data efficiency and breaks text-based CAPTCHAs
590,Formalizing Neurath’s Ship: Approximate Algorithms for Online Causal Learning
591,"Deep k-Nearest Neighbors: Towards Confident, Interpretable and Robust Deep Learning"
592,Analyzing the Robustness of Nearest Neighbors to Adversarial Examples
593,A Simple Unified Framework for Detecting Out-of-Distribution Samples and Adversarial Attacks
594,Retrieval-Augmented Convolutional Neural Networks for Improved Robustness against Adversarial Examples
595,Exploring the Limits of Weakly Supervised Pretraining
596,HotFlip: White-Box Adversarial Examples for Text Classification
597,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
598,Particular object retrieval with integral max-pooling of CNN activations
599,The New Data and New Challenges in Multimedia Research
600,Automatic differentiation in PyTorch
601,Allergic Rhinitis and its Impact on Asthma (ARIA) 2008 *
602,CLeveldb: Coalesced Leveldb for Small Data
603,SciPy: Open Source Scientific Tools for Python
604,Visualizing Data using t-SNE
605,Certified Robustness to Adversarial Examples with Differential Privacy
606,Exact Matrix Completion via Convex Optimization
607,Spectral Regularization Algorithms for Learning Large Incomplete Matrices
608,Low-rank matrix completion using alternating minimization
609,Matrix Completion from Noisy Entries
610,Matrix Completion has No Spurious Local Minimum
611,Matrix estimation by Universal Singular Value Thresholding
612,An Overview of Low-Rank Matrix Recovery From Incomplete Observations
613,Logit Pairing Methods Can Fool Gradient-Based Attacks
614,Fast low-rank estimation by projected gradient descent: General statistical and algorithmic guarantees
615,Improving Adversarial Robustness by Data-Specific Discretization
616,Harnessing Structures in Big Data via Guaranteed Low-Rank Matrix Estimation: Recent Theory and Fast Algorithms via Convex and Nonconvex Optimization
617,Community Detection in General Stochastic Block models: Fundamental Limits and Efficient Algorithms for Recovery
618,Recovering Communities in the General Stochastic Block Model Without Knowing the Parameters
619,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation
620,Thy Friend is My Friend: Iterative Collaborative Filtering for Sparse Matrix Estimation
